file,system,scene,null_vector,source
noadaln_r00.mp4,noadaln,0,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r00_static_raw.mp4
noadaln_r01.mp4,noadaln,1,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r01_static_raw.mp4
noadaln_r02.mp4,noadaln,2,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r02_static_raw.mp4
noadaln_r03.mp4,noadaln,3,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r03_static_raw.mp4
noadaln_r04.mp4,noadaln,4,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r04_static_raw.mp4
noadaln_r05.mp4,noadaln,5,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r05_static_raw.mp4
noadaln_r06.mp4,noadaln,6,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r06_static_raw.mp4
noadaln_r07.mp4,noadaln,7,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r07_static_raw.mp4
noadaln_r08.mp4,noadaln,8,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r08_static_raw.mp4
noadaln_r09.mp4,noadaln,9,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r09_static_raw.mp4
noadaln_r10.mp4,noadaln,10,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r10_static_raw.mp4
noadaln_r11.mp4,noadaln,11,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r11_static_raw.mp4
noadaln_r12.mp4,noadaln,12,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r12_static_raw.mp4
noadaln_r13.mp4,noadaln,13,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r13_static_raw.mp4
noadaln_r14.mp4,noadaln,14,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r14_static_raw.mp4
noadaln_r15.mp4,noadaln,15,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r15_static_raw.mp4
noadaln_r16.mp4,noadaln,16,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r16_static_raw.mp4
noadaln_r17.mp4,noadaln,17,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r17_static_raw.mp4
noadaln_r18.mp4,noadaln,18,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r18_static_raw.mp4
noadaln_r19.mp4,noadaln,19,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r19_static_raw.mp4
noadaln_r20.mp4,noadaln,20,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r20_static_raw.mp4
noadaln_r21.mp4,noadaln,21,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r21_static_raw.mp4
noadaln_r22.mp4,noadaln,22,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r22_static_raw.mp4
noadaln_r23.mp4,noadaln,23,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r23_static_raw.mp4
noadaln_r24.mp4,noadaln,24,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r24_static_raw.mp4
noadaln_r25.mp4,noadaln,25,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r25_static_raw.mp4
noadaln_r26.mp4,noadaln,26,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r26_static_raw.mp4
noadaln_r27.mp4,noadaln,27,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r27_static_raw.mp4
noadaln_r28.mp4,noadaln,28,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r28_static_raw.mp4
noadaln_r29.mp4,noadaln,29,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r29_static_raw.mp4
noadaln_r30.mp4,noadaln,30,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r30_static_raw.mp4
noadaln_r31.mp4,noadaln,31,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noadaln/control_test/step05000_r31_static_raw.mp4
noatok_r00.mp4,noatok,0,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r00_static_raw.mp4
noatok_r01.mp4,noatok,1,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r01_static_raw.mp4
noatok_r02.mp4,noatok,2,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r02_static_raw.mp4
noatok_r03.mp4,noatok,3,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r03_static_raw.mp4
noatok_r04.mp4,noatok,4,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r04_static_raw.mp4
noatok_r05.mp4,noatok,5,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r05_static_raw.mp4
noatok_r06.mp4,noatok,6,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r06_static_raw.mp4
noatok_r07.mp4,noatok,7,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r07_static_raw.mp4
noatok_r08.mp4,noatok,8,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r08_static_raw.mp4
noatok_r09.mp4,noatok,9,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r09_static_raw.mp4
noatok_r10.mp4,noatok,10,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r10_static_raw.mp4
noatok_r11.mp4,noatok,11,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r11_static_raw.mp4
noatok_r12.mp4,noatok,12,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r12_static_raw.mp4
noatok_r13.mp4,noatok,13,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r13_static_raw.mp4
noatok_r14.mp4,noatok,14,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r14_static_raw.mp4
noatok_r15.mp4,noatok,15,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r15_static_raw.mp4
noatok_r16.mp4,noatok,16,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r16_static_raw.mp4
noatok_r17.mp4,noatok,17,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r17_static_raw.mp4
noatok_r18.mp4,noatok,18,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r18_static_raw.mp4
noatok_r19.mp4,noatok,19,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r19_static_raw.mp4
noatok_r20.mp4,noatok,20,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r20_static_raw.mp4
noatok_r21.mp4,noatok,21,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r21_static_raw.mp4
noatok_r22.mp4,noatok,22,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r22_static_raw.mp4
noatok_r23.mp4,noatok,23,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r23_static_raw.mp4
noatok_r24.mp4,noatok,24,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r24_static_raw.mp4
noatok_r25.mp4,noatok,25,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r25_static_raw.mp4
noatok_r26.mp4,noatok,26,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r26_static_raw.mp4
noatok_r27.mp4,noatok,27,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r27_static_raw.mp4
noatok_r28.mp4,noatok,28,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r28_static_raw.mp4
noatok_r29.mp4,noatok,29,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r29_static_raw.mp4
noatok_r30.mp4,noatok,30,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r30_static_raw.mp4
noatok_r31.mp4,noatok,31,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/noatok/control_test/step05000_r31_static_raw.mp4
pca2_r00.mp4,pca2,0,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r00_static_raw.mp4
pca2_r01.mp4,pca2,1,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r01_static_raw.mp4
pca2_r02.mp4,pca2,2,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r02_static_raw.mp4
pca2_r03.mp4,pca2,3,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r03_static_raw.mp4
pca2_r04.mp4,pca2,4,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r04_static_raw.mp4
pca2_r05.mp4,pca2,5,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r05_static_raw.mp4
pca2_r06.mp4,pca2,6,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r06_static_raw.mp4
pca2_r07.mp4,pca2,7,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r07_static_raw.mp4
pca2_r08.mp4,pca2,8,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r08_static_raw.mp4
pca2_r09.mp4,pca2,9,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r09_static_raw.mp4
pca2_r10.mp4,pca2,10,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r10_static_raw.mp4
pca2_r11.mp4,pca2,11,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r11_static_raw.mp4
pca2_r12.mp4,pca2,12,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r12_static_raw.mp4
pca2_r13.mp4,pca2,13,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r13_static_raw.mp4
pca2_r14.mp4,pca2,14,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r14_static_raw.mp4
pca2_r15.mp4,pca2,15,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r15_static_raw.mp4
pca2_r16.mp4,pca2,16,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r16_static_raw.mp4
pca2_r17.mp4,pca2,17,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r17_static_raw.mp4
pca2_r18.mp4,pca2,18,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r18_static_raw.mp4
pca2_r19.mp4,pca2,19,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r19_static_raw.mp4
pca2_r20.mp4,pca2,20,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r20_static_raw.mp4
pca2_r21.mp4,pca2,21,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r21_static_raw.mp4
pca2_r22.mp4,pca2,22,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r22_static_raw.mp4
pca2_r23.mp4,pca2,23,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r23_static_raw.mp4
pca2_r24.mp4,pca2,24,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r24_static_raw.mp4
pca2_r25.mp4,pca2,25,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r25_static_raw.mp4
pca2_r26.mp4,pca2,26,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r26_static_raw.mp4
pca2_r27.mp4,pca2,27,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r27_static_raw.mp4
pca2_r28.mp4,pca2,28,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r28_static_raw.mp4
pca2_r29.mp4,pca2,29,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r29_static_raw.mp4
pca2_r30.mp4,pca2,30,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r30_static_raw.mp4
pca2_r31.mp4,pca2,31,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca2/control_test/step05000_r31_static_raw.mp4
pca4_r00.mp4,pca4,0,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r00_static_raw.mp4
pca4_r01.mp4,pca4,1,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r01_static_raw.mp4
pca4_r02.mp4,pca4,2,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r02_static_raw.mp4
pca4_r03.mp4,pca4,3,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r03_static_raw.mp4
pca4_r04.mp4,pca4,4,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r04_static_raw.mp4
pca4_r05.mp4,pca4,5,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r05_static_raw.mp4
pca4_r06.mp4,pca4,6,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r06_static_raw.mp4
pca4_r07.mp4,pca4,7,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r07_static_raw.mp4
pca4_r08.mp4,pca4,8,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r08_static_raw.mp4
pca4_r09.mp4,pca4,9,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r09_static_raw.mp4
pca4_r10.mp4,pca4,10,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r10_static_raw.mp4
pca4_r11.mp4,pca4,11,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r11_static_raw.mp4
pca4_r12.mp4,pca4,12,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r12_static_raw.mp4
pca4_r13.mp4,pca4,13,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r13_static_raw.mp4
pca4_r14.mp4,pca4,14,throttle=-0.0234 steer=-0.0013,logs/eval_final/B_Astarts_nullinv/pca4/control_test/step05000_r14_static_raw.mp4
